KOG0001,7,1,Q3E7T8;P0CH32;Q9SYF4;Q8H159;Q9SV28;P0CH33;Q9ZV63;Q9M0W4;Q39256;Q9M0X1;Q9ZPY9;Q9FHQ6;Q9SHE7;Q9ZQZ6;Q9SYF1;Q56WS3;Q9ZQZ4;Q1EC66;Q9M0X2;Q9FY81;Q9ZT95;Q9ZT93;Q9M0W9;Q9ZQZ5;Q9M0X0;Q7GAQ5;Q9SYE9;Q9M0W8;Q3E7K8;Q8RUC6;Q9FNF8,ZERO,O44803;O44821;O44820;O44819;P91053;P91052;P91050;P91056;P91057,ZERO,Q7JPZ2;Q9VEC8;R9PY16,ZERO,A2BHB8;F1QHN6;Q7ZWB2;B0R193;B8A682,ZERO,A0A024R7V9;A0A0G2JH67;O15205;P11441;P0CG48;P05161;P00973;Q9Y6K5;Q15646;P29728;Q5U5U6;Q8N7F7,P29728,P0CG63,ZERO,P0CG72,ZERO
KOG0002,7,1,A0NAA9;Q0WWV8;Q8L8W6,ZERO,P52814,ZERO,O16130,ZERO,Q6IMW8,ZERO,Q96EH5;P62891,P62891,P04650,ZERO,P05767,ZERO
KOG0032,7,2,Q9LJL9;Q38870;Q9ZSA2;Q9SCS2;Q6NLQ6;Q9FIM9;Q9ZV15;Q39016;Q9SJ61;O49717;Q9SZM3;Q38873;Q9ZSA4;Q9C6P3;Q3E9C0;Q8W4I7;Q8RWL2;Q9FMP5;Q1PFH8;Q38871;Q9S9V0;Q9ZSA3;Q93VK0;Q7XJR9;Q9LET1;Q8W490;Q42396;Q9FX86;Q38869;Q42479;Q38872;Q9SPK4;Q9SIQ7;Q9M101;Q9M9V8;Q06850;O80673;Q42438;Q38868;Q9FKW4;P93759;Q9SG12;Q9SSF8;Q9LDQ1;Q1PE17;Q9ZUZ2,ZERO,Q23260;O44747;O44997;Q9TXJ0;Q95QC4;O01761,ZERO,Q7K4Z6;A1Z7Y7;A4V110;Q8MZC6;Q9VG23;Q9VG26,ZERO,B0S5N5;E7F5Q6;Q6PC33;F1QFG8;E7FE41;Q6PHV6;E7F1H0;F1QN42;Q568I9;A5WVL9;Q1LVF9;F1R026;E7FE74;E9QHI3;F1Q551;F1QD90;F1QQJ1;A8C984;F1Q8Q8;E7FFC0;F1QAR7;F1QB18;E7F1A1;Q1LYE8;F1Q6U3;F1RB93;E7FEQ2;E7F3U5;E7FEG8;E7F987;A0JML4;F1QK36;E7F288;F1QB46;B5MF72;F1QB45;Q501V0,F1QK36,A0A024R603;Q13938;Q32MK0;O43293;P11801;P53355;Q9BXY5;Q8TAS1;O75962;Q86YV6;Q96NX5;B0YIY3;Q9UEE5;Q8NCB2;O15075;Q53QE7;Q9H1R3;Q96QS6;H3BPX2;Q15772;Q9BYT3;Q8WWF8;Q6P2M8;Q16566,Q8TAS1,P24719;P22517;Q03533;P47042;P38623;P38622;P27466,ZERO,O94547;Q10292;O42844;Q9P7I2,ZERO
KOG0047,7,1,P25819;Q96528;Q42547,ZERO,O61235,ZERO,P17336;Q5BHV8,ZERO,F1R8E4,ZERO,P04040,P04040,P15202;P06115,ZERO,P55306,ZERO
KOG0084,7,1,Q9SEH3;Q9ZRE2;P28188;Q9FPJ4,ZERO,Q20365,ZERO,O18339;Q9VZ47;Q8IRK8;Q9W2S9;Q8IR98;Q8IRK9;O18332;Q9W2V3,ZERO,A0A0J9YIW5;A0A0N4STN4;A8WHV0;B8JLC8;F1Q8B3;F1RBB0;Q0P3V5;Q0P3Y1;Q498P3;Q4V984;Q7ZSZ0;Q7ZUV5,ZERO,Q86YS6;Q3YEC7;A4D1S5;Q9H0U4;Q9H082;Q5U0I6;Q14088,ZERO,P01123,P01123,P11620,ZERO
KOG0118,7,2,O80678;Q9SHZ6;Q9FX45;Q9FM47;Q9C8M0;Q9LRR6;Q93W34;Q43349;Q9LIS2;Q9FFZ6;Q6NPL0;Q8RWN5;Q9SEE9;Q9ZUJ3;Q8LPQ9;Q9FZ84;Q9SX79;Q1ECN0;Q9SFB4;Q9FIU6;Q9SVM8;Q9FNR1;Q8W592;Q9M3B8;Q8L440;Q9S7N9;Q9SAF2;F4HT49;Q9FM71;Q9C652;Q9LNP1;Q9LES2;Q8VXZ9;Q0WW84;Q9SAB3;Q9SJ28;Q03250;Q39061;Q9FGE6;Q67XI5;Q9SEU4;Q9LUK6;Q9C909;Q9SG10;Q9SHZ5;Q9LKA4;Q9LPI5;Q9FPJ8;O22703;O82299;F4I3B3;F4JZL1;Q8L3X8;Q9SX80,ZERO,Q95QL3;Q9TZI2;O45712;Q22318;O62337;D0G912;Q20870,ZERO,Q9VF55;P48810;Q9VTH9;Q8SXG7;A4V3J5;Q9VA45;Q8SY49;A4V3G9;Q9VHP3;Q24207;Q0KHQ1;X2JE34;A0A0B4K6U6;Q8T3X1;Q9VJG2;Q9W158,ZERO,Q1LUN6;Q6NYA1;F1QXG2;F1QFV2;F1QQ28;Q803J4;F1QRD4;E7FAB3;Q6DHU2;Q566W6;F8W4E3;F1QAY0;F1QXT7;E7FBT4;Q5SP50;E7F3E5;B0V1I7;F1Q8A5,ZERO,A0A024QYX3;A0A024RA61;A0A024RAZ7;A0A024RDF3;A0A0A0MSS9;O60812;O75494;P23588;P42696;P51991;Q13117;Q15056;Q53XX5;Q86SE5;Q8N9W6;Q92904;Q9GZT3;Q9NX07;Q9NQZ3;Q9NR90;Q9UKM9;Q99729,P23588;Q9GZT3,Q08208;Q07623;Q3E746;Q08925;P32831;Q03735;P32605;Q12046,ZERO,O14369;Q9P6M8;O13759;O13674;O13741;P87126;Q09702;O59784;O94621;O60176,Q9P6M8;O60176
KOG0121,7,3,Q9XFD1,ZERO,Q93594,ZERO,Q9V3L6,ZERO,Q8JGR6,Q8JGR6,P52298,P52298,Q08920,Q08920,Q9P383,ZERO
KOG0166,7,1,F4JL11;Q96321;O80480;Q9FJ09;Q9M9X7;Q9FJ92;O04294;Q9FWY7;F4KF65;F4HPE4,ZERO,Q20703,ZERO,Q9UB78;O76521;Q9VRS0,ZERO,Q8JFT7;E7F7U9;F1R606;Q6GMH8;F1QG82;F1QM03;F1QB53,ZERO,A0A024RDV7;A9QM74;O00629;O15131;O60684;O75602;P52292;P52294,P52294,Q02821,ZERO,O94374;O14063,ZERO
KOG0234,7,2,Q9LW33;Q94BZ6;Q9MB58,ZERO,Q21122,ZERO,Q9Y1W3,ZERO,A2AR70;E7FDT6;F1QWZ1;F1R374;F1R8T1;F6NIB1;Q6P951,ZERO,P16118;Q16877;O60825;Q16875,ZERO,P32604;Q06137;P40433;Q12471,Q06137;Q12471,Q9UTK9;Q9UTE1;Q9URZ7;Q8TFH0,Q8TFH0
KOG0327,7,2,Q8W4E1;Q3E9C3;Q9CAI7;P41377;P41376,ZERO,Q20935,ZERO,Q9VHS8;C9QP42,ZERO,F1QH34;Q7ZU67;F1R166;Q802C9,F1QH34,A0A024R8W0;P60842;Q14240,P60842;Q14240,Q12099;P10081,ZERO,Q10055;P47943,ZERO
KOG0381,7,1,P93047;O49595;Q9LTT3;O49596;Q9SUP7;Q42344;O64702;O49597;Q9SGS2;Q9LG02;Q8LDF9;Q9T012;Q9MAT6,ZERO,Q9XTS5;Q9XVG8,ZERO,Q05783;Q9VCZ5;Q9W2K8;Q8T957;Q9VDL2;Q06943;Q9W0D2,ZERO,Q6NX86;F1QXS5;A3KNQ1;E7FAU5;Q66IB6;H9GXM5;A6H8T4;E7F0N2;F1QGP8;F1QF85;F1Q895;F1QZ83;B8JL29;B0V356;Q503Z1;B0S7C3,ZERO,A0A024RDR0;E5KSU5;O15347;O15405;O94900;P17480;P26583;Q9NP66;Q8WW32;Q9P0W2;Q96NM4,P26583,Q03973;Q02486;P11632;P11633;P33417;Q03435,ZERO,P87057;Q9USU7,ZERO
KOG0399,7,3,Q9LV03;Q9ZNZ7;Q9T0P4,ZERO,Q18164,Q18164,M9NFH8,ZERO,F1QUE6,F1QUE6,Q12882,Q12882,Q12680,ZERO,Q9C102,ZERO
KOG0504,7,0,Q9FY48;Q9SAR5;Q9FG97;Q8GX17;Q9LYA6;Q8L746;Q9SZI3;Q9LU58;Q9SY76;Q9LR59;Q9M9R5;Q9LZ29;Q9ZT72;Q9M8X0;O22265;Q9ZU96;Q9ZT78;F4K1T0;Q6AWW5;Q8LDN2;Q9ZT76;Q9S9T3;Q9LF32;Q5ICL9;Q9LZ27;Q9C7A2;Q9M396;Q05753;Q29Q26;Q9SF48;Q9FNP4;Q9ZT73;Q9LQP7;F4JG88;Q9ZT74;Q9SJA5;Q9S7I4;P93002;Q8GWI1;Q9M9R3;Q9FFM1;Q9LZ28;F4K1T9;Q9M1I7;Q9SKB8;Q9LJW8;Q9ZVC2;Q8LPS2;Q8GYH5;Q9LSB0;Q9FH34;Q9FX13;Q9FH33;Q9SDA0;F4JVF4;Q9FMD0;Q9SR03;Q56XJ1;Q9FFL9;Q9SQK3;Q9M109;F4HT36;Q9LVG7,ZERO,Q18176;Q9U2C5;Q9TZM3;G5EFS1;Q9U2L2;Q9GYM5;G5EBJ4;O18152;Q17583;B7WN72;O45398;Q23595,ZERO,Q7JUF2;Q7PLP5;M9PD95;Q9VPY3;Q7JQL2;Q8T9G9;B7Z0B1;Q9W089;A0A0B4KHZ8;Q9VQI1;Q7K5K0;A0A0B4KHT3;A8JQS3;Q9VMV0;Q9VTS9;M9NFF9;Q9VSA4;M9MSB2;Q94527;Q9VB40;M9PI73;Q9VT59,ZERO,H9GXX0;F1QM15;F1QCR9;Q0II00;E7FGI8;Q1LX92;A2CF23;F1Q6S5;E9QHZ7;E7FFH0;F1QLJ3;F1R409;F1R1D9;F1QBD5;F1Q4U7;F1Q993;E7F4C1;F1Q6Y2;F1Q619;H0WF25;B3DJC4;F1QB63;F1Q5L8;B0S6J8;F1QXT3;B8A5T0;B0UXZ0;H9GYU5;E7FFR2;Q501T0;A2AV32;E7F8W4;E7EYZ4;B0UZD1;F1QFJ6;Q502M6;F1R014;E7FFI8;F1Q811;F1QHK7;A9C3P2;E7F3S8;Q1LX77;E9QFU2;E7FC91;E7EZH5;Q6GMG7;B0R1B6;F1QX58;F1QQ98;E7FD97;E7F461;E7F570;Q6DGX3;F1QEW8;F1R573;B0S768;Q7ZW68;E7F7S0;I3ISM6;F1QY53;F1R0Q7;E9QEX9;F1QMT8;F1QEZ4;A2CEZ8;F1RC68;F1R599;F1QJ05;F1QCG4;E7F9M0;F1RE33;Q68EL0;B0S7L8;Q5U3A5;E7F9U5;Q5BJ03;B8JIG2;B0S4T8;F1QBX1;Q1LX89;Q7T386;A7YY95;E7FDG3;F1RCM1;Q5RIL5;E7F6L6;E7F095,ZERO,A0A024R153;A0A024R2G8;A0A024R6E7;A0A024R796;A0A024RBW7;A0A024RD24;A0A024RE01;A0A0A0MQZ8;A2A2Z9;A6NHU9;A6NK59;A6QL64;A7E2S9;B1AK53;B4E2M5;C9JTQ0;Q96BM1;Q8NI38;Q6NXT1;Q4UJ75;Q9BXX2;Q6S545;Q7Z713;Q53LP3;Q5SQ80;Q9Y566;Q8N8A2;Q9ULJ7;Q9P2R3;Q8N9B4;P57078;Q6ZW76;O75179;Q9Y576;Q8NB46;P19838;Q9NWX5;Q9Y574;Q6ZVZ8;Q8WXH4;Q15653;Q68DC2;R4GNA2;Q8WXK4;Q99549;Q6P6B7;P20749;Q9Y2G4;Q15327;Q8N8V4;Q8WXI3;Q86SG2;Q9HCD6;P25963;Q99728;Q8WXK1;Q96AX9;Q5JPF3;Q9BYH8;Q9GZV1;Q92527;Q5HYF3;Q9H765;Q9BQI6;Q8IVF6;Q5VYY1;Q53RE8;Q9Y6H5;Q8WWH4;Q3KP44;Q86YT6;Q96NS5;Q6ICV4;Q9UPS8;Q9C0D5;Q8TC84;Q9UPX8;Q00653;Q8N6D5;Q8WXK3;Q6ZVH7;K7PPU3,ZERO,P35845;P25631;P40480;Q04749;P17442;Q02979;P46683,ZERO,Q9UU77;Q9C104;O14340;Q9HFE7,ZERO
KOG0592,7,1,Q9XF67;Q4V3C8,ZERO,Q9Y1J3;Q9UA62,ZERO,A4V166,ZERO,Q6NZV1;F1R447,ZERO,O15530,ZERO,Q03407;Q03306;Q12236,Q03407;Q12236,Q12701;Q9Y7J6,ZERO
KOG0605,7,1,Q93V54;Q9SA79;O64573;Q1PF34;Q8L7S7;Q8GUH5;Q9LW66;Q9ZWB2,ZERO,O45797,ZERO,Q9NBK5;Q24096,ZERO,Q803L5;Q5RH05;B0S8I4;F1QJE2,ZERO,A0A024RD18;A0A024RDM3;O95835;Q9Y2H1,ZERO,P53894;P22204;P32328,P32328,O13310;Q09898;O94487;Q8TFG6,ZERO
KOG0620,7,3,Q9C6U7;Q9M2F8;Q8W0Z9;A8MS41,ZERO,O18005;B3GWC3,ZERO,A0A0B4KH43;Q8IMX0;Q8T0G0,ZERO,F1RDV7;E7F177;F1QA17;F1RBC5;Q6PE30;A2BHJ4,ZERO,Q9UK39;Q6L8Q7;Q9ULM6,Q9UK39;Q9ULM6,Q08213;P31384,P31384,O74874,O74874
KOG0657,7,1,Q9SAJ6;Q5E924;Q9FX54;Q9LPW0;P25856;P25857;P25858,ZERO,P17331,ZERO,P07486;M9PJN8;Q7JY07,ZERO,F1R3D3;Q5XJ10,ZERO,Q9ULN7;V9HVZ4;O14556,O14556,P00360;P00359;P00358,ZERO,O43026;P78958,ZERO
KOG0666,7,1,Q84TI6,ZERO,P90866,ZERO,Q9VT57,ZERO,A8E4S2;F1QKS1,ZERO,P49336;Q9BWU1,ZERO,P39073,P39073,O13958,ZERO
KOG1816,7,1,Q9SVK0;Q9SJV0;Q6NLS0;Q9FUB2,ZERO,Q19584,ZERO,Q9VTF9,ZERO,Q6DRD5,ZERO,Q541A5,ZERO,P53044,P53044,O42915,ZERO
KOG0726,7,1,Q9SL67;Q9SZD4,ZERO,P91025,ZERO,P48601,ZERO,A8KC30;Q6IQ72,ZERO,Q53XL8,ZERO,P40327,P40327,P36612,ZERO
KOG0728,7,1,Q9C5U3;Q94BQ2,ZERO,Q8MXF1,ZERO,O18413;Q9VA54,ZERO,Q6AZC1,ZERO,P62195,ZERO,Q01939,Q01939,P41836,ZERO
KOG0730,7,1,P54609;Q9SCN8;Q9LZF6;O81459;Q9ZPR1;Q9C5C7,ZERO,Q21222,ZERO,A0A0B4LFZ4;Q8IRD1;Q9VK63,ZERO,Q7ZU99;Q29RA2;E7EXQ3;F1Q8W3,ZERO,V9HW80;Q9ULI0;Q8NB90;Q9BVQ7,ZERO,P25694;P32794,P25694,Q9P3A7;O60058,ZERO
KOG0816,7,2,Q94AK8,ZERO,Q19302,ZERO,Q7K1Q7,ZERO,F1QTS9,ZERO,A0A024RAE1,ZERO,P33201,P33201,Q9USZ6,Q9USZ6
KOG0833,7,6,Q9S847;Q9SU87;Q9S7L8;Q9XEX4;Q9S789;O65896;Q9S7S2;O65571;Q9SU86,Q9S847;Q9SU87;Q9S7L8;Q9XEX4;Q9S789;O65896;Q9S7S2;O65571;Q9SU86,Q20628;Q22922,Q20628;Q22922,Q8MS94;Q9VLR2;Q8T8Y3,ZERO,E7F8U4;F1QSJ0;Q6P0R4,F1QSJ0;Q6P0R4,P32320,P32320,Q06549,Q06549,Q09190,Q09190
KOG0886,7,1,P50883;Q9LFH5;Q9FF52,ZERO,P61866,ZERO,Q9W1B9,ZERO,Q6DRE6,ZERO,P30050,P30050,P0CX54;P0CX53,ZERO,P0CT83;P0CT84,ZERO
KOG0891,7,2,Q9FR53,ZERO,O01510,O01510,Q8T9I6;X2JDZ8,ZERO,B0UX67;C5J7W8;E7F4J7,ZERO,Q9H3K6;P78527;Q96Q15;P42345;H3BVE0,Q96Q15,P32600;P35169,ZERO,Q9Y7K2;O14356,ZERO
KOG0920,7,1,Q9C734;O22243;Q38800;Q9SJ58;Q9C6F9;Q9SMG9;Q9C6G0;Q9FF84;Q9ZU53,ZERO,Q20644,ZERO,Q8SWT2;P24785;Q9VF26;A1YJV6;Q9VZ55;Q9VX63,Q9VF26,E7FCG0;B0S6Z1;A3KQN8;F1RA66;F1QCB1;E7F525,ZERO,A0A024R2T6;Q08211;Q8NDG6;Q9H2U1;Q7Z478,ZERO,Q06698,ZERO,O60114;O94536,ZERO
KOG0922,7,2,F4IE66;F4JRJ6;F4KGU4;P0CE10;Q38953;Q93Y16,ZERO,O01598;Q09530;Q8MXK2,ZERO,Q9VL25;Q9VWI5,ZERO,A2BIE5;E7F0Z7;E7F7E3;E7F7R7,A2BIE5,Q9H6S0;Q14147;Q8IX18;Q14562;Q9H6R0,Q14147,P24384;P36009,ZERO,O42643;Q03319;Q9P774,ZERO
KOG0948,7,6,Q9XIF2;Q9ZVW2,Q9XIF2;Q9ZVW2,Q23223;Q19103,Q23223;Q19103,Q9Y134;Q9VCH8,ZERO,F1QD61;F1R881,F1QD61;F1R881,P42285;Q5H9U9;Q15477,P42285;Q15477,P47047;P35207,P47047;P35207,O14232;O59801;O13799,O14232;O59801;O13799
KOG0953,7,4,Q9SMX1;F4KFV7,ZERO,Q17828,ZERO,Q9VN03,ZERO,B8A5H7,B8A5H7,Q8IYB8,Q8IYB8,P32580,P32580,O94445,O94445
KOG0987,7,1,Q9SCT8;Q84W13;Q45GK3;Q9SLJ0;F4KA12,ZERO,Q17908;Q9GZI1;Q9GZI2;Q9U3T4;O02243,ZERO,Q9VQR3,ZERO,A5PMA4;F1QPM4;F1QW28,ZERO,Q9H611,ZERO,P38766;P07271,ZERO,Q9UUA2,Q9UUA2
KOG1018,7,1,Q9S7I0;Q9MA89;Q94BU8;Q6IDB6,Q94BU8,Q95QD6;Q9XXD0;Q95Y87,ZERO,Q9VEM0,ZERO,G1K2N1,ZERO,Q7Z6V5,ZERO,Q12178;P47058;Q12367,ZERO,O94642;O59834,ZERO
KOG1027,7,1,Q93VJ2;Q9C5S2;Q9SF12,ZERO,Q09499,ZERO,A8JR46,ZERO,F1QYL2;E7EYC4;F1R365;E7F499,ZERO,O75460;Q76MJ5;Q05823,O75460;Q76MJ5,P89114,ZERO,O94537,ZERO
