KOG0073,7,1,Q9ZPX1,ZERO,Q19705,ZERO,Q06849;Q9VYP6,ZERO,F1Q9Z2;F1QKW5,ZERO,Q5H913;Q53YD8,ZERO,P39110,P39110,Q09767,ZERO
KOG0101,7,5,Q9LHA8;O65719;P22953;P22954;Q9SKY8;Q9S9N1;Q9C7X7,Q9LHA8;O65719;P22953;P22954;Q9SKY8;Q9S9N1;Q9C7X7,O45246;Q20752;G5EC99,ZERO,Q7JQR9;Q9BIR7;Q9BIS2;Q9VG58;O97125;P29844;Q9VSI1;P82910;Q8INI8;P11146;C7LA75;P02825,O97125;P11146,Q0R4G9;Q5RGE6;F1R8V0;F1R9V3;B0UXR9;B0S610;F1Q8K1;Q6P3L3;Q6PGX4;F1RCH9;Q6PH56;Q6NYR4;B0UXS6,ZERO,A0A024R6B5;A8K5I0;O43301;P0DMV8;P17066;P34931;P48723;Q0VDF9;Q53FA3;Q96MM6;V9HWB4;V9HW22,P0DMV8;P17066;P34931;Q0VDF9;V9HW22,P10591;P09435;P10592;P40150;P22202;P38788;P16474;P11484,P10591;P09435;P10592;P40150;P22202;P11484,O59855;Q10284;P87142;P36604;Q10265,O59855;Q10284;P36604;Q10265
KOG0102,7,6,Q9LTX9;Q9STW6;Q8GUM2;Q9LDZ0;P0DKI1;B3H683;P0DKI0,Q9LTX9;Q9STW6;Q8GUM2;Q9LDZ0,P11141,P11141,A0A0B4LFD2,ZERO,F1QFC0,F1QFC0,P38646,P38646,P39987;P0CS90;Q05931,P39987;P0CS90,P22774,P22774
KOG0188,7,1,P36428;Q9FFC7,ZERO,Q23122,ZERO,Q9VRJ1;Q9VLM8,ZERO,Q1LVL3,ZERO,Q5JTZ9;P49588,P49588,P40825,ZERO,O13914,ZERO
KOG0190,7,7,Q9FF55;Q8VX13;Q9SRG3;Q66GQ3;Q9XI01;Q94F09;Q9LZN9;A3KPF5,Q9FF55;Q8VX13;Q9SRG3;Q66GQ3;Q94F09;A3KPF5,P34329;H2FLL2,P34329;H2FLL2,P54399;Q95T75,P54399,B0S564;F1QTX8;Q1ECX9;B8A5M6;F1QP99;F1QUR3;F1QI33;F1R1T5,Q1ECX9;B8A5M6;F1QUR3;F1QI33;F1R1T5,A0A024R8S5;A0A090N8Y2;Q13087;Q6PKC3;V9HVY3,A0A024R8S5;A0A090N8Y2;Q13087;Q6PKC3;V9HVY3,P17967;P32474,P17967;P32474,Q10057,Q10057
KOG0191,7,6,Q9MAU6;Q8GYD1;P92980;P92979;O48773;O22263;P92981,Q9MAU6;O22263,Q11067;Q9XTU8;Q9GUG7;P91194,Q11067;Q9XTU8,A1Z6P2;M9PGX2;Q8SWX6;Q960C0;Q9V438;Q9VQ17;Q9VGV0,ZERO,A4IG47;F1R184;Q90WA5;F1QET1;E7FC06,F1R184;Q90WA5,Q96DN0;Q15084;Q8IXB1;Q14554;Q8N807;Q9P2K2;Q8NBS9,Q96DN0;Q15084;Q8IXB1;Q14554;Q8N807;Q8NBS9,Q99316;Q12404;P40557,Q99316;Q12404;P40557,O13704;O13811;O74481;P87178;Q9P4X1,O13704;O13811;P87178;Q9P4X1
KOG0364,7,7,Q84WV1,Q84WV1,Q9N4J8,Q9N4J8,P48605,P48605,Q7T2P2,Q7T2P2,P49368,P49368,P39077,P39077,O74341,O74341
KOG0439,7,1,Q9LVU1;Q9SHC8;B9DHD7;Q84WW5;Q8VZ95;O82213;Q8LPQ7;Q1ECE0,ZERO,O01630;Q7YX19;P34538;Q9N4M2;O45592;Q21246;Q10956;Q9NAA1;Q27GV2;B1Q268;P34593;P91330;P91035;Q22660;P91567;Q20185;O45751;Q9XVS6;O17099,ZERO,Q9VSD3;Q8IHC4;Q9W4N8,ZERO,A8WGM1;E7EXX4;Q6P2B0,ZERO,Q9P0L0;Q53XM7;O75425,Q9P0L0,P40075,ZERO,Q10484;O60119,ZERO
KOG0504,7,1,Q9FY48;Q9SAR5;Q9FG97;Q8GX17;Q9LYA6;Q8L746;Q9SZI3;Q9LU58;Q9SY76;Q9LR59;Q9M9R5;Q9LZ29;Q9ZT72;Q9M8X0;O22265;Q9ZU96;Q9ZT78;F4K1T0;Q6AWW5;Q8LDN2;Q9ZT76;Q9S9T3;Q9LF32;Q5ICL9;Q9LZ27;Q9C7A2;Q9M396;Q05753;Q29Q26;Q9SF48;Q9FNP4;Q9ZT73;Q9LQP7;F4JG88;Q9ZT74;Q9SJA5;Q9S7I4;P93002;Q8GWI1;Q9M9R3;Q9FFM1;Q9LZ28;F4K1T9;Q9M1I7;Q9SKB8;Q9LJW8;Q9ZVC2;Q8LPS2;Q8GYH5;Q9LSB0;Q9FH34;Q9FX13;Q9FH33;Q9SDA0;F4JVF4;Q9FMD0;Q56XJ1;Q9FFL9;Q9SQK3;Q9M109;F4HT36;Q9LVG7,Q9SAR5,Q18176;Q9U2C5;Q9TZM3;G5EFS1;Q9U2L2;Q9GYM5;G5EBJ4;O18152;Q17583;B7WN72;O45398;Q23595,ZERO,Q7JUF2;Q7PLP5;M9PD95;Q9VPY3;Q7JQL2;Q8T9G9;B7Z0B1;Q9W089;A0A0B4KHZ8;Q9VQI1;Q7K5K0;A0A0B4KHT3;A8JQS3;Q9VMV0;Q9VTS9;M9NFF9;Q9VSA4;M9MSB2;Q94527;Q9VB40;M9PI73;Q9VT59,ZERO,H9GXX0;F1QM15;F1QCR9;Q0II00;E7FGI8;Q1LX92;A2CF23;F1Q6S5;E9QHZ7;E7FFH0;F1QLJ3;F1R409;F1R1D9;F1QBD5;F1R859;F1Q4U7;F1Q993;E7F4C1;F1Q6Y2;F1Q619;H0WF25;B3DJC4;F1QB63;F1Q5L8;B0S6J8;F1QXT3;B8A5T0;B0UXZ0;H9GYU5;E7FFR2;Q501T0;A2AV32;H9GXE5;E7F8W4;E7EYZ4;B0UZD1;F1QFJ6;Q502M6;F1R014;E7FFI8;F1Q811;F1QHK7;A9C3P2;E7F3S8;Q1LX77;E9QFU2;E7FC91;E7EZH5;Q6GMG7;B0R1B6;F1QX58;F1QQ98;E7FD97;E7F461;E7F570;Q6DGX3;F1QEW8;F1R573;B0S768;Q7ZW68;E7F7S0;I3ISM6;F1QY53;F1R0Q7;E9QEX9;F1QMT8;F1QEZ4;A2CEZ8;F1RC68;F1R599;F1QJ05;F1QCG4;E7F9M0;F1RE33;Q68EL0;B0S7L8;Q5U3A5;E7F9U5;Q5BJ03;B8JIG2;B0S4T8;F1QBX1;Q1LX89;Q7T386;A7YY95;E7FDG3;F1RCM1;Q5RIL5;E7F6L6;E7F095,ZERO,A0A024R153;A0A024R2G8;A0A024R6E7;A0A024R796;A0A024RBW7;A0A024RD24;A0A024RE01;A0A0A0MQZ8;A2A2Z9;A6NHU9;A6NK59;A6QL64;A7E2S9;B1AK53;B4E2M5;C9JTQ0;Q96BM1;Q8NI38;Q6NXT1;Q4UJ75;Q9BXX2;Q6S545;Q7Z713;Q53LP3;Q5SQ80;Q9Y566;Q8N8A2;Q9ULJ7;Q9P2R3;Q8N9B4;P57078;Q6ZW76;O75179;Q9Y576;Q8NB46;P19838;Q9NWX5;Q9Y574;Q6ZVZ8;Q8WXH4;Q96HA7;Q15653;Q68DC2;R4GNA2;Q8WXK4;Q99549;Q6P6B7;P20749;Q9Y2G4;Q9BQG2;Q15327;Q8N8V4;Q8WXI3;Q86SG2;Q9HCD6;P25963;Q99728;Q8WXK1;Q96AX9;Q5JPF3;Q9BYH8;Q9GZV1;Q92527;Q5HYF3;Q9H765;Q9BQI6;Q8IVF6;Q5VYY1;Q53RE8;Q9Y6H5;Q8WWH4;Q3KP44;Q86YT6;Q96NS5;Q6ICV4;Q9UPS8;Q9C0D5;Q8TC84;Q9UPX8;Q00653;Q8N6D5;Q8WXK3;Q6ZVH7;K7PPU3,ZERO,P35845;P25631;P40480;Q04749;P17442;Q02979;P46683,ZERO,Q9UU77;Q9C104;O14340;Q9HFE7,ZERO
KOG0548,7,2,Q9SR03;Q9STH1;Q8RXN1;Q5XEP2;Q9LNB6,ZERO,O16259;Q965Q2,ZERO,Q867V1;Q9VC34,ZERO,B8A599;E7EZN6;F1QQK3;Q5RKM3;Q5U3E4,ZERO,A8K8G6;Q49AM3;Q96AY4;Q9Y2Z0;V9HW72,ZERO,P15705,P15705,Q9USI5,Q9USI5
