KOG0239,7,2,F4IAR2;Q9ZVV2;Q0WN69;Q0WS04;F4K4C5;P46864;Q9FKP4;F4JGP4;Q9LX99;O81635;Q9SS42;Q8W1Y3;Q84W97;Q9ZQ52;O80491;Q8W0Y9;F4I3N9;Q9FHD2;Q9C7T0;Q07970,ZERO,Q23124;G5ECC0;P91400;Q966M0;P45962,ZERO,P20480,ZERO,F1Q4T1;A2BFV6;Q1LUU7;F1QPR6;F1Q8U4,ZERO,A0A024RCS7;Q96AC6;Q9BVG8;Q9UIL4,ZERO,P17119,P17119,Q9US03;Q92376,Q9US03,
KOG0242,7,1,F4KEC6;Q9FG03;Q8VY50;Q9LHL9;Q5E913;F4HR11;Q9FIG8;F4J2K4;Q9SCJ4;Q9S7P3;Q9FZ77;Q8W5R5;Q9FH58;Q9SU42;Q8S905;Q0WQ71;Q56YQ6;Q8LNZ2;Q8W5R6;Q0WLK7;Q9SJU0,ZERO,H2KYL6,ZERO,X2J5P0;M9PFL9;M9PF35;Q7KSK2,ZERO,B0V302;B7ZV80;E7F2U4;E7F8D6;F1QET8,ZERO,Q02224;Q8NI77;Q14807;Q2TAC6,ZERO,P28743;P53086,P28743;P53086,O14343;Q1MTQ1;O59751,ZERO,
KOG0240,7,5,Q9SV36;Q8GW44;Q9LPC6;Q9FZ06,ZERO,Q965T6;P34540;Q8MQ68,P34540;Q8MQ68,P17210;P46867;Q9VRK9;Q9VC13,P17210;P46867,F1R5M2;F1QIH0;E9QB71;F1QN54;F1QW58;E7F3X0;E7F8S2;E7EYD7;B0S8J1,F1R5M2;F1QN54;E7F3X0;E7F8S2;E7EYD7;B0S8J1,A2RU78;O15066;O60282;Q12840;V9HW29,A2RU78;O15066;O60282;Q12840;V9HW29,P32364,P32364,Q9US60,ZERO,
KOG0441,7,1,Q9FK60;O78310;P24704,ZERO,P34697;G5ECR5;Q27538,ZERO,M9PF91;Q0E9C3;Q9VBK8,ZERO,B8JKE9;E9QIM2;F1R0Y7;O73872,ZERO,V9HWC9;P08294,V9HWC9,P00445,ZERO,P28758,ZERO,
KOG0448,7,1,Q1KPV0,ZERO,Q23424,ZERO,O18412,ZERO,E7F8A3;F1QWA9;E7EXQ4;A8WIN6;F1QFR2,A8WIN6,A0A0C4DFN1;O95140,ZERO,P38297,ZERO,Q9USY7,ZERO,
KOG0581,7,1,Q9FX43;Q9LPQ3;Q94A06;Q8RXG3;Q9LQM8;O80396;Q9FJV0;O80397;Q9M8J5;Q9S7U9,ZERO,Q10664;Q9TYV7;Q8MPS3,ZERO,Q24324,ZERO,Q1LY62;F1QWJ5;A9JRD0;A5WWB4,ZERO,A0A024R5Y2;A4QPA9;P36507,A4QPA9,P08018;P32491;P32490;Q3E774,ZERO,P33886;P10506;Q9Y884,ZERO,
KOG0605,7,1,Q93V54;Q9SA79;O64573;Q1PF34;Q8L7S7;Q8GUH5;Q9LW66;Q9ZWB2,ZERO,O45797,ZERO,Q9NBK5;Q24096,ZERO,Q803L5;Q5RH05;B0S8I4;F1QJE2,ZERO,A0A024RD18;A0A024RDM3;O95835;Q9Y2H1,ZERO,P53894;P22204;P32328,ZERO,O13310;Q09898;O94487;Q8TFG6,Q09898,
KOG0661,7,2,P43294;Q93Y34;Q9C5K4,ZERO,B3WFY8,B3WFY8,R9PY51;M9PFE3,ZERO,F1QUT2,ZERO,A0A024RD59;P20794;Q9UQ07,A0A024RD59,P32581,ZERO,O43077;O14132,ZERO,
KOG0676,7,1,Q96293;Q8RYC2;Q541W9;Q96292;P53497;P53492;Q8LGE3;Q9FKT0;Q9C9B2;P93738;Q8L4Y5;P0CJ47;P53494;Q8GWA5;P0CJ46,ZERO,P10986;Q9GYR2,ZERO,A0A0B4LH50;Q9VWE8;P02572;P45889;P83967;X2JCP8;P02574;P53501,P45889,F1QUN8;Q7ZVI7;Q6XNL8;Q6DHS1;Q6IQL9;F1QHI6;Q7ZUZ2;F1RCB6;E7F570;Q7ZVF9;F1R008;Q9I8V1,ZERO,P68032;P63267;P63261;A5A3E0;P68133;P0CG39;P0CG38;Q562R1;Q1KLZ0;Q8TDG2;Q9H568;Q8TC94;Q9Y615;Q9Y614;Q8TDY3;P42025;Q5JWF8;D2JYH4;P61163;Q9NZ32;Q9BYD9;Q6S8J3,ZERO,P60010;Q05123;P38696,ZERO,Q9UTQ7;O94630;P10989,ZERO,
KOG0731,7,1,A8MPR5;F4J3N2;F4KF14;O22993;O80860;Q1PDW5;Q39102;Q84WU8;Q8VZI8;Q8W585;Q9FH02;Q9FIM2;Q9M895;Q9SAJ3;Q9SD67,ZERO,Q9N3T5,ZERO,Q8IQQ9;Q8MT03,ZERO,E7F2S4;E7F6D6;A9JRG9,ZERO,Q9UQ90;Q9Y4W6,Q9UQ90,P39925;P40341,ZERO,Q9HGM3,ZERO,
KOG0888,7,1,F4JPD9;Q0WUG9;P39207;O49203;Q8LAH8;Q6NLG3,ZERO,Q7KX00,ZERO,Q9VY27;Q9VA28;Q8SZV8,ZERO,Q6DI51;E7EZL7;E9QH64;H9GZ57;F1R2F7;F1QQX1;E7FBE9;F1R4T6,ZERO,A0A0C4DG91;O00746;P15531;P22392;P56597;Q13232;Q8N427;Q6FHN3;Q9Y5B8,Q9Y5B8,P36010,ZERO,P49740,ZERO,
KOG0936,7,1,Q8VZ37,ZERO,Q8T874,ZERO,Q9W1E8,ZERO,Q6DGS0,ZERO,A0A024RC62;Q92572,A0A024RC62;Q92572,P47064,ZERO,Q09905,ZERO,
KOG1078,7,1,Q0WW26;Q9XIH0,ZERO,F5GUA3,ZERO,Q2VA12,ZERO,Q9PUE4,ZERO,Q9Y678,Q9Y678,P32074,ZERO,P87140,ZERO,
KOG1375,7,1,P24636;Q56YW9;P29516;P29517;P12411;P29513;P29515;Q9ASR0;P29514,ZERO,P41937;G5EF01;P12456;Q18817,ZERO,P61857;Q9VRX3;P08841;Q24560,ZERO,F1QV28;Q6P5M9;Q6NW90;Q6PE34;Q6IQJ2;E7F797;F1QEH9;F1QKY8;F1R6R8;E7FC32,ZERO,A0A0B4J269;A6NNZ2;Q9BUF5;Q5SU16;P68371;P04350;Q9BVA1;Q9UJT0;Q3ZCM7;Q9H4B7;Q13509;Q13885,ZERO,P02557,P02557,P05219,ZERO,
KOG1376,7,2,B9DGT7;Q56WH1;P11139;Q0WV25;B9DHQ0;P29511,ZERO,P91910;P52274;Q19490;G5EDD4;Q20221;H2L2E8;O18154;P91873;Q9XXH2,ZERO,P06603;P06605;P06604;Q9VED6,ZERO,B8A518;E7F244;F1QQ90;Q6TNP9;Q6GQM1;B8A516;Q6NWK7;Q6P972;Q6PC95;Q6TGS5,ZERO,A6NHL2;P68363;P68366;Q9BQE3;Q1ZYQ1;Q71U36;Q9NY65;Q6PEY2,P68363;Q9BQE3;Q71U36,P09734;P09733,P09734;P09733,P04689;P04688,ZERO,
KOG1415,7,1,Q8GWE1,ZERO,Q9UAV3;Q8MNY0,ZERO,M9MRD0,ZERO,Q504C0;Q6YI49,ZERO,P15374;V9HW74,V9HW74,P35127,ZERO,Q10171,ZERO,
KOG1426,7,1,Q9LFS0;Q0WSJ9;Q9M2S1;Q9SRU6;F4JBN0;Q9LU80;A2RVN2;Q9LK81;Q93Z10;Q9LDU3;Q8GWF2;Q9FN03;Q8GZ56;Q9FJG9,ZERO,Q5DX34;G5EEZ1,ZERO,Q7KTW3;P25171;Q9VQ16;Q9VD63;Q8T9D9;Q9VNZ8;Q9VPU0;Q9VR91,ZERO,F1QPS0;F8W4K3;B8A4R1;E7EYK8;F1QV77;Q6NY65;F1Q9S9;F1QWN9;E7FBA7;A2BFP4;E7FGN7;F1QM29;F1QKS2;F1Q9Y8;E7F1R0;F1QUH2,ZERO,A0A024R5W0;A0A024RC72;F8VWT9;Q9UGK8;O95199;Q8TD19;Q8NDN9;P18754;Q96Q42;O95714;Q92834,Q92834,P21827;Q08023;P31386,ZERO,O42645;P28745,ZERO,
KOG1707,7,2,F4J0W4;Q8RXF8;Q9MA88,ZERO,Q94180,ZERO,A0A0B4J3Z9,ZERO,Q32LU1;B0R1D8;F1RBR5,Q32LU1,Q8IXI2;Q8IXI1,Q8IXI2;Q8IXI1,P39722,ZERO,O59781,ZERO,
KOG1786,7,2,F4JY12;F4JHT3;F4HZB2,ZERO,G5EFC7;Q19317,ZERO,Q9VML2;Q9VKD0;M9MRV7,ZERO,E7F3W4;F1QS41;F1QZ06;F1QJA6;E7EZD1;F1Q6D6;E7FEV0;E9QFZ1,E7FEV0,A0A024RDI0;P50851;Q562E7;Q6ZS81;Q8NFP9;Q92636;Q99698,Q562E7,P25356,ZERO,Q7LKZ7,ZERO,
KOG2740,7,1,F4I562,ZERO,Q20736,ZERO,O76928,ZERO,A9JRS9;A2CG10,ZERO,A0A024QZR5;P53677,A0A024QZR5;P53677,P38153,ZERO,O94669,ZERO,
