KOG0046,7,1,Q9FKI0;Q9SJ84;Q7G188;Q9FJ70;O50064,ZERO,Q95XD8,ZERO,Q8IQZ8,ZERO,F1QCE2;Q6DG81;H9GYP7,ZERO,A0A024RDT4;P13797;Q14651,ZERO,P32599,ZERO,O59945,O59945,
KOG0070,7,1,Q9M1P5;P0DH91;Q9LQC8;Q6ID97;P36397;Q9SHU5;Q9M9N1;Q9LIK1;Q9LYJ3;Q9FZ18;Q9LFJ7;P40940;F4HXI5,ZERO,Q94231;Q18510;P34212,ZERO,P61209;Q9VSG8;P40945;A1ZBK9;Q9VD65;L0MN60,ZERO,Q6DHP3;Q7ZUZ7;Q7ZUW4;E7FBA5;Q803D1;Q6P6E8;B8JLB2;Q6P5L0;F1R8Q1;Q7ZVD8;Q6P5M7;E7F5T1;F1QXC3;F1Q4Q5;Q6DHP0;Q6P5M5;Q6ZM32;Q561U6;Q78AP9;Q6NYD8;Q6P3I7;Q6P5K1;Q5M9P8,ZERO,A0A024R0Y6;A0A024R3Q3;A0A024R4C5;A0A024R9Z2;A4D0Z3;A6NH57;A8K0M5;B0YIW9;H0YGG7;P18085;P36406;P49703;Q9H0F7;Q8N4G2;Q9Y689;Q969Q4;Q8IVW1;Q6T311,P18085,P11076;P19146,ZERO,P36579,ZERO,
KOG0078,7,1,O24466;P28186;Q9FJF1;Q9LZD4;Q9LFG1;Q9SF91,ZERO,G5EFC1;Q21137;Q22908;Q9XWR6,ZERO,M9NEE8;O15971;Q95RQ2;Q9VC31,ZERO,A5WW21;E9QDA3;Q6DI36;E7EYJ1;Q6DGV5;F1QBN3;Q1RLP4;B8JLE6;Q7T3A4;F1QAX4;F1QKK3;A5PLC7;Q502Q0,ZERO,A0A024R7I3;P51153;Q6IQ22;Q8IZ41;Q7Z6P3;P0C0E4;P51157;P61026;Q96S21;Q12829;Q8WXH6;P59190;Q92930,P61026,P07560,ZERO,P17609,ZERO,
KOG0082,7,1,C6KIE6;O80462;P18064;Q9C516,ZERO,Q20701;Q18434;Q20907;Q9BIG4;Q21917;P22454;Q9BIG5;P28052;Q19572;Q93743;Q9BIG2;P28051;O76584;G5EC80;Q20910,ZERO,D5AEN0;P20353;P25157,P20353,Q90WX6;Q6P967;F1QDT7;Q90WX5;Q7T3D3;Q6TNT8;F1QHJ3;F1QXP2;F1QXX8;Q5YKG4;Q7ZW82;A9JTC8;Q6PBP1;E7FGX0,ZERO,A0A024R2Z1;A0A024R8M0;A8MTJ3;P04899;P08754;P09471;P63096;Q03113;Q5T697,ZERO,P87108;P10823,ZERO,P27584;Q04665,ZERO,
KOG0504,7,1,Q9FY48;Q9SAR5;Q9FG97;Q8GX17;Q9LYA6;Q8L746;Q9SZI3;Q9LU58;Q9SY76;Q9LR59;Q9M9R5;Q9LZ29;Q9ZT72;Q9M8X0;O22265;Q9ZU96;Q9ZT78;F4K1T0;Q6AWW5;Q8LDN2;Q9ZT76;Q9S9T3;Q9LF32;Q5ICL9;Q9LZ27;Q9C7A2;Q9M396;Q05753;Q29Q26;Q9SF48;Q9FNP4;Q9ZT73;Q9LQP7;F4JG88;Q9ZT74;Q9SJA5;Q9S7I4;P93002;Q8GWI1;Q9M9R3;Q9FFM1;Q9LZ28;F4K1T9;Q9M1I7;Q9SKB8;Q9LJW8;Q9ZVC2;Q8LPS2;Q8GYH5;Q9LSB0;Q9FH34;Q9FX13;Q9FH33;Q9SDA0;F4JVF4;Q9FMD0;Q9SR03;Q56XJ1;Q9FFL9;Q9SQK3;Q9M109;F4HT36;Q9LVG7,ZERO,Q18176;Q9U2C5;G5EFS1;Q9U2L2;Q9GYM5;G5EBJ4;O18152;Q17583;B7WN72;O45398;Q23595,ZERO,Q7JUF2;Q7PLP5;M9PD95;Q9VPY3;Q7JQL2;Q8T9G9;B7Z0B1;Q9W089;A0A0B4KHZ8;Q9VQI1;Q7K5K0;A8JQS3;Q9VMV0;Q9VTS9;M9NFF9;Q9VSA4;M9MSB2;Q94527;Q9VB40;M9PI73;Q9VT59,ZERO,H9GXX0;F1QM15;F1QCR9;Q0II00;E7FGI8;Q1LX92;A2CF23;F1Q6S5;E9QHZ7;E7FFH0;F1QLJ3;F1R409;F1R1D9;F1QBD5;F1R859;F1Q4U7;F1Q993;E7F4C1;F1Q6Y2;F1Q619;H0WF25;B3DJC4;F1QB63;F1Q5L8;B0S6J8;F1QXT3;B8A5T0;B0UXZ0;H9GYU5;E7FFR2;Q501T0;A2AV32;H9GXE5;E7F8W4;E7EYZ4;F1QFJ6;Q502M6;F1R014;E7FFI8;F1Q811;F1QHK7;A9C3P2;E7F3S8;Q1LX77;E9QFU2;E7FC91;E7EZH5;Q6GMG7;B0R1B6;F1QX58;F1QQ98;E7FD97;E7F461;Q6DGX3;F1QEW8;F1R573;B0S768;Q7ZW68;E7F7S0;I3ISM6;F1QY53;F1R0Q7;E9QEX9;F1QMT8;F1QEZ4;A2CEZ8;F1RC68;F1R599;F1QJ05;F1QCG4;E7F9M0;F1RE33;Q68EL0;B0S7L8;Q5U3A5;E7F9U5;Q5BJ03;B8JIG2;B0S4T8;F1QBX1;Q1LX89;Q7T386;A7YY95;E7FDG3;F1RCM1;Q5RIL5;E7F6L6;E7F095,ZERO,A0A024R153;A0A024R2G8;A0A024R6E7;A0A024R796;A0A024RBW7;A0A024RD24;A0A024RE01;A0A0A0MQZ8;A2A2Z9;A6NHU9;A6NK59;A6QL64;A7E2S9;B1AK53;B4E2M5;C9JTQ0;Q96BM1;Q8NI38;Q6NXT1;Q4UJ75;Q9BXX2;Q6S545;Q7Z713;Q53LP3;Q5SQ80;Q9Y566;Q8N8A2;Q9ULJ7;Q9P2R3;Q8N9B4;P57078;Q6ZW76;O75179;Q9Y576;Q8NB46;P19838;Q9NWX5;Q9Y574;Q6ZVZ8;Q8WXH4;Q96HA7;Q15653;Q68DC2;R4GNA2;Q8WXK4;Q99549;Q6P6B7;P20749;Q9Y2G4;Q9BQG2;Q15327;Q8N8V4;Q8WXI3;Q86SG2;Q9HCD6;P25963;Q8WXK1;Q96AX9;Q5JPF3;Q9BYH8;Q9GZV1;Q92527;Q5HYF3;Q9H765;Q9BQI6;Q8IVF6;Q5VYY1;Q53RE8;Q9Y6H5;Q8WWH4;Q3KP44;Q86YT6;Q96NS5;Q6ICV4;Q9UPS8;Q9C0D5;Q8TC84;Q9UPX8;Q00653;Q8N6D5;Q8WXK3;Q6ZVH7;K7PPU3,ZERO,P25631;P40480;Q04749;P17442;Q02979;P46683,Q04749,Q9UU77;Q9C104;Q9HFE7,ZERO,
KOG0619,7,2,Q7FZR1;Q9ZT98;Q93YT3;F4HV48;Q00874;Q5G5D8;Q0WN16;Q9S9U3;Q9FW48;Q8RWE5;Q9FPJ5;O48763;Q9LP24;Q9ZUK3;O81455;Q9LRW9;Q9LRV8;Q9FL15;Q9M1B6;Q9SHI3;Q9C9H6;Q0WR58;Q9C9H7;Q9MA83;Q9SGN1;O48849;Q9SHU4;P0C895;Q9FJ11;Q9M9X1;Q9SRL7;Q9M2Y3;Q9CA41;Q0WVH1;Q8VZG8;Q9FW47;Q9FW49;Q9M0H5;Q8RX63;F4IHG3;Q8GZ49;Q8RWI2;Q9FLK9;Q9LJS0;Q9LUN3;Q9SN38;Q8RXQ6;O49329;Q9SHI4;Q0WRZ8;Q9C611;Q9SVN2;Q9C699;Q9LI76;Q9FK66;Q9SKK5;Q9LJW7;Q8GYK0;Q0WL06;F4K682;O48705;O80809;Q5G5E0;Q9SSD1;Q9SFG3;Q9SKK2;Q9C6A7;Q9SVM5;Q9FH86;Q9SJH6;O49327;Q9LRX1;Q9XID2;Q9FH56;O64757;Q9LS80;Q6Q4D0;F4HT77;Q9LJS2;Q5PP26;Q9C906;Q6NQP4;Q9LT39;Q8W4Q3;Q1PEN0;O49325;O64566;Q9SSM0;Q9LQ21;Q9SRL2;Q8VYG9;Q70CT4;Q9LS79;Q9FHL8;Q9LJK6;O49328;F4HR92;Q9C6A6;Q9M9X0;Q9LXU5;Q9FFJ3;Q9C6A8;Q9C637;Q9SVW8,ZERO,Q9TZM3;Q93177;Q7JPD6;G5EG78;G5EFP4;Q93373;Q93377;Q18902;Q9U3A0;Q09564;Q22075;P90920;Q23580;Q22187;Q9N5D7;Q9N3F2;Q9XW74;O02329;Q1ENI8;O01764;Q9N4Z5;Q93539,ZERO,A0A0B4KHT3;A0A0B4KFU1;A0A0B4KHK5;A0A0B4KHY2;A0A0B4LGB0;B6IDK2;D0IQL1;M9MSI4;M9PFH7;Q0KHN6;Q24386;Q2XY26;Q5U1A7;Q6AWM0;Q6NR19;Q7JPR9;Q7JWP9;Q7JXU8;Q7K2X5;Q7KT58;Q7KV24;Q86PM1;Q8IH19;Q8SXT3;Q8SZV5;Q8T3J2;Q95S21;Q9BN18;Q9VJ07;Q9W2D7;Q9VR83;Q9VZ84;Q9VKX6;Q9VJQ0;Q9V430;Q9VJN8;Q9VQS3;X2JJX6;Q9VHV2;Q9VBR3;Q9W2J7;Q9VT89;Q9VDD5;Q9VDD4;Q9VAD1;Q9W3T9;Q9VBP0;Q9W128;X2JCD3;Q9VEH4;Q9W266;Q9VT44;Q9V9V6;Q9VV09;Q9VK22;Q9VHV3;Q9VZZ4;Q9W2U2;X2J6K6;Q9VE49,ZERO,F1QJL6;E7F9S2;B8JKM0;A2CF42;Q6DHL5;F1Q983;Q5RI45;B3DK88;E7F3W2;B0R160;F1Q809;F1R0V0;E7FE43;F1QCU7;F1QA76;F6NL91;F1R6I3;A3KH16;F1R6G3;E9QCF6;B0S8K3;A5WVM1;F1Q7W4;E7F813;F1QK21;F1QVN0;F1QNH9;E7F1H8;E7FFB2;E7FE13;F1R8Q8;E7FB24;A2BF98;F1QVP4;E7FBW4;E7FEH0;E7FB32;E7FDK4;E7FBY6;F1QLS2;E7EZ70;E7FB25;Q5RHE5;A8BBJ2;Q4H4B6;F1RDG1;F1R478;E7EXH9;F1R2S9;F1QT78;E7EZ83;B0S5B5;F1Q726;F1RDW2;F1Q661;H9GZ54;A9JRH0;E7EXN8;E7FDP8;E7FC40;F1QG51;F1QG52;I3ITI1;F1RE98;B8JKF3;F1R0N0;B8JIB3;F1R616;E7F6K4;Q1LXA7;H9GY03;E9QIH3;B0S5R7;B8A5X5;E7FC34;F1Q9H7;F1QCS9;E7EXY6;I3IS38;F1Q6F4;F1QPU8;E7F5U2;F1Q8K6;Q6GMI5;F1QPB1;H9GXC4;E7FCW6;F1QY29;F1R2G2;A8DZ86;E7FDN5;H9GYJ3;E7F333;I7HJH4;M9MM99;E7EXM1;F1QHX4;A2BIH6;E7FFN8;F1QJU2;Q66HV9;F1RET9;F1R2H9;F1QRY7;A4QNV9;E7F7W3;F1Q7V7;E9QF02;E7F965;Q15JE7;E7FBM0;F8W4D7;F1QFI1;F1R6B0;Q1ED19;F1QKB4;Q5RI43;F1QJY2;B8A5X4;B8JIN1;F1QX89;F1R770;F1QBH8;Q1LV51;E7FF15;Q1L8Y7;F1Q7R2;E7F0F5;G1K2U4;F1R1Q4;F8W5N7;B0S5X0;A0JMK3;E9QJJ1;E7F2A9;F1QGN1;F1Q881;F1QLW6;F1QRB0;F1QFS7;F1QR37;B8JLP1;E7FB87;F6P621,Q4H4B6,Q38SD2;A0A024R2R5;A0A024R4I8;A0A024R5I6;A0A024R5J7;A0A024R5J8;A0A024R870;A0A024R892;A0A024R971;A0A024R993;A0A024R9M3;A0A024RBC3;A0A0A8K8C7;Q6UXK2;Q2I0M4;Q6ZSA7;Q9HBX9;J3KQU2;Q6NUI6;Q9NR99;Q86UN2;O15335;Q86SQ6;A8K0R3;Q9HCJ2;Q6UY18;Q7L985;Q9BXB1;Q68CR7;A6NM36;Q9ULH4;O14498;P21810;Q86UE6;Q9HBW1;Q5VT99;Q86VH5;A6NDA9;Q9HBX8;Q5BKY1;Q9UQ13;O60938;P51884;Q8IWK6;Q7Z5L7;Q9Y2L9;Q9UBM4;P35858;Q6EMK4;Q8N456;A6NIK2;Q9Y4C4;Q8WUT4;Q8N6Y2;Q86X40;Q96CX6;A6NM62;O94769;Q96L50;Q5JU00;Q7Z2Q7;A4D0T1;Q96DD0;Q96FE5;O60346;Q96NI6;P02750;Q8TDW0;Q9H756;Q7L1W4;P13224;Q9UFC0;Q86UN3;Q9P244;Q6UXK5;Q8WXD0;P23515;Q6P9F7;P07359;Q96PE1;Q9HBL6;Q86YC3;Q6PEZ8;Q9BTN0;Q50LG9;Q99983;Q8N7C0;Q9BZR6;Q6UXM1;Q6FH10;P14770;Q6WRI0;Q6P2D8;Q9BXN1;Q6NSJ5;A4D1F6;A6NIV6;O43300;Q8N967;Q9P2V4;Q86VH4;Q6ZNQ3;P22792;P51888;Q13641,ZERO,Q08817;P08678,ZERO,P14605;O94294,O94294,
KOG0676,7,2,Q8LGE3;Q96293;Q9FKT0;Q9C9B2;P93738;Q8L4Y5;Q96292;P0CJ47;P53494;P53492;Q541W9;Q8GWA5;P0CJ46;P53497;Q8RYC2,ZERO,P10986;Q9GYR2,ZERO,A0A0B4LH50;Q9VWE8;P02572;P45889;P83967;X2JCP8;P02574;P53501,ZERO,E7F570;F1QUN8;Q7ZVI7;Q6XNL8;Q6DHS1;Q6IQL9;F1QHI6;Q7ZUZ2;F1RCB6;Q7ZVF9;F1R008;Q9I8V1,ZERO,A5A3E0;D2JYH4;P0CG39;Q8TDG2;Q9H568;P68133;P0CG38;Q8TC94;Q9Y615;Q9Y614;Q8TDY3;P63261;Q562R1;P63267;P42025;Q5JWF8;P61163;Q9NZ32;Q1KLZ0;Q9BYD9;P68032;Q6S8J3,ZERO,Q05123;P38696;P60010,P38696;P60010,Q9UTQ7;O94630;P10989,O94630;P10989,
KOG1737,7,1,O80866;Q9CA21;Q9SR33;Q940Y1;Q9LZM1;Q9SAF0;Q93Y40;Q9SU36;Q8S8P9;Q8L751,ZERO,A7DTF2;Q93485,ZERO,A0A0B4LGH8;O18397,ZERO,A2BEG1;B8A443;E7F2M8;E7F4S3;E7F4U6;E9QE50;F1QS47;F1R2E5;F1RCP2;Q7ZVL1,ZERO,B0YJ56;P22059;Q969R2;Q9H4L5;Q9BZF2;Q9H1P3;Q9BZF3,ZERO,P35845;Q12451;P0C5N7,P35845;Q12451,O14340;O13944,ZERO,
KOG0239,7,1,F4IAR2;Q9ZVV2;Q0WN69;Q0WS04;F4K4C5;P46864;Q9FKP4;F4JGP4;Q9LX99;O81635;Q9SS42;Q8W1Y3;Q84W97;Q9ZQ52;O80491;Q8W0Y9;F4I3N9;Q9FHD2;Q9C7T0;Q07970,ZERO,Q23124;G5ECC0;P91400;Q966M0;P45962,ZERO,P20480,ZERO,F1Q4T1;A2BFV6;Q1LUU7;F1QPR6;F1Q8U4,ZERO,A0A024RCS7;Q96AC6;Q9BVG8;Q9UIL4,ZERO,P17119,ZERO,Q9US03;Q92376,Q9US03,
KOG0242,7,2,F4KEC6;Q9FG03;Q8VY50;Q9LHL9;Q5E913;F4HR11;Q9FIG8;F4J2K4;Q9SCJ4;Q9S7P3;Q9FZ77;Q8W5R5;Q9FH58;Q9SU42;Q8S905;Q0WQ71;Q56YQ6;Q8LNZ2;Q8W5R6;Q0WLK7;Q9SJU0,ZERO,H2KYL6,ZERO,X2J5P0;M9PFL9;M9PF35;Q7KSK2,ZERO,B0V302;B7ZV80;E7F2U4;E7F8D6;F1QET8,ZERO,Q02224;Q8NI77;Q14807;Q2TAC6,ZERO,P28743;P53086,P53086,O14343;Q1MTQ1;O59751,Q1MTQ1,
