KOG1399,7,1,Q9SXE1;Q9SVU0;Q9LMA1;A8MRX0;Q9SZY8;Q9SXD5;Q9C8T8;Q93Y23;Q9LFM5;Q9FKE7;O49312;Q9FWW9;Q94K43;Q9LPL3;Q9SXD9;Q9LKC0;Q9SS04;Q94BV5;O23024;Q9FVQ0;Q9FWW6;Q9FLK4;Q9C8U0;Q9FF12;Q9FWW3;Q8VZ59;Q9SH25;Q9SVQ1;O64489,ZERO,G5ECJ8;G5EBJ9;Q9GYJ1;Q17585,ZERO,Q962N6;Q95V23,ZERO,Q5TZD3;Q7T1D7;B0UXS1;Q6NZ32;Q5TZD0;E7F2R0,ZERO,A0A024QYY6;A0A024R8Z4;A0A024R934;P31512;P49326;Q8IWF2;Q99518,Q99518,P38866,ZERO,Q9HFE4,ZERO,
KOG1343,7,1,Q8RX28;Q941D6;Q8LRK8;Q8GXJ1;F4JKT1;Q94EJ2,ZERO,A7LPD8;Q20373;O17323,ZERO,M9NGF7;Q8I9J7,ZERO,F8W4B7;F1QJR2;F1QCV2;F1QRR4;E7FH14;E7FAL6;F1QUC6,ZERO,A0A024QZ26;Q9UKV0;P56524;Q8WUI4;Q9UQL6;Q969S8,P56524,P53973;Q02959,ZERO,P56523,ZERO,
KOG1393,7,2,P54873,P54873,P54871,ZERO,Q7K4Q9,ZERO,F1R6H4,ZERO,A0A024R059;P54868,ZERO,P54839,ZERO,P54874,P54874,
KOG2711,7,3,Q949Q0;Q9SCX9;O22216;Q9S785,ZERO,P34517;Q9XTS4,ZERO,M9PET0;E1JIT1;Q8T3Y7,ZERO,Q5XIZ6;Q567A1;Q7T3H5;F1QGK0,ZERO,A0A024R138;Q8N335,A0A024R138;Q8N335,P41911;Q00055,P41911;Q00055,P21696;Q09845,P21696;Q09845,
KOG0504,7,1,Q9FY48;Q9SAR5;Q9FG97;Q8GX17;Q9LYA6;Q8L746;Q9SZI3;Q9LU58;Q9SY76;Q9LR59;Q9M9R5;Q9LZ29;Q9ZT72;Q9M8X0;O22265;Q9ZU96;Q9ZT78;F4K1T0;Q6AWW5;Q8LDN2;Q9ZT76;Q9S9T3;Q9LF32;Q5ICL9;Q9LZ27;Q9C7A2;Q9M396;Q05753;Q29Q26;Q9SF48;Q9FNP4;Q9ZT73;Q9LQP7;F4JG88;Q9ZT74;Q9SJA5;Q9S7I4;P93002;Q8GWI1;Q9M9R3;Q9FFM1;Q9LZ28;F4K1T9;Q9M1I7;Q9SKB8;Q9LJW8;Q9ZVC2;Q8LPS2;Q8GYH5;Q9LSB0;Q9FH34;Q9FX13;Q9FH33;Q9SDA0;F4JVF4;Q9FMD0;Q9SR03;Q56XJ1;Q9FFL9;Q9SQK3;Q9M109;F4HT36;Q9LVG7,ZERO,Q18176;Q9U2C5;Q9TZM3;G5EFS1;Q9U2L2;Q9GYM5;G5EBJ4;O18152;Q17583;B7WN72;O45398;Q23595,ZERO,Q7JUF2;Q7PLP5;M9PD95;Q9VPY3;Q7JQL2;Q8T9G9;B7Z0B1;Q9W089;A0A0B4KHZ8;Q9VQI1;Q7K5K0;A0A0B4KHT3;A8JQS3;Q9VMV0;Q9VTS9;M9NFF9;Q9VSA4;M9MSB2;Q94527;Q9VB40;M9PI73;Q9VT59,ZERO,H9GXX0;F1QM15;F1QCR9;Q0II00;E7FGI8;Q1LX92;A2CF23;F1Q6S5;E9QHZ7;E7FFH0;F1QLJ3;F1R409;F1R1D9;F1QBD5;F1R859;F1Q4U7;F1Q993;E7F4C1;F1Q6Y2;F1Q619;H0WF25;B3DJC4;F1QB63;F1Q5L8;B0S6J8;F1QXT3;B8A5T0;B0UXZ0;H9GYU5;E7FFR2;Q501T0;A2AV32;H9GXE5;E7F8W4;E7EYZ4;B0UZD1;F1QFJ6;Q502M6;F1R014;E7FFI8;F1Q811;F1QHK7;A9C3P2;E7F3S8;Q1LX77;E9QFU2;E7FC91;E7EZH5;Q6GMG7;B0R1B6;F1QX58;F1QQ98;E7FD97;E7F461;E7F570;Q6DGX3;F1QEW8;F1R573;B0S768;Q7ZW68;E7F7S0;I3ISM6;F1QY53;F1R0Q7;E9QEX9;F1QMT8;F1QEZ4;A2CEZ8;F1RC68;F1R599;F1QJ05;F1QCG4;E7F9M0;F1RE33;Q68EL0;B0S7L8;Q5U3A5;E7F9U5;Q5BJ03;B8JIG2;B0S4T8;F1QBX1;Q1LX89;Q7T386;A7YY95;E7FDG3;F1RCM1;Q5RIL5;E7F6L6;E7F095,ZERO,A0A024R153;A0A024R2G8;A0A024R6E7;A0A024R796;A0A024RBW7;A0A024RD24;A0A024RE01;A0A0A0MQZ8;A2A2Z9;A6NHU9;A6NK59;A6QL64;A7E2S9;B1AK53;B4E2M5;C9JTQ0;Q96BM1;Q8NI38;Q6NXT1;Q4UJ75;Q9BXX2;Q6S545;Q7Z713;Q53LP3;Q5SQ80;Q9Y566;Q8N8A2;Q9ULJ7;Q9P2R3;Q8N9B4;P57078;Q6ZW76;O75179;Q9Y576;Q8NB46;P19838;Q9NWX5;Q9Y574;Q6ZVZ8;Q8WXH4;Q96HA7;Q15653;Q68DC2;R4GNA2;Q8WXK4;Q99549;Q6P6B7;P20749;Q9Y2G4;Q9BQG2;Q15327;Q8N8V4;Q8WXI3;Q86SG2;Q9HCD6;P25963;Q99728;Q8WXK1;Q96AX9;Q5JPF3;Q9BYH8;Q9GZV1;Q92527;Q5HYF3;Q9H765;Q9BQI6;Q8IVF6;Q5VYY1;Q53RE8;Q9Y6H5;Q8WWH4;Q3KP44;Q86YT6;Q96NS5;Q6ICV4;Q9UPS8;Q9C0D5;Q8TC84;Q9UPX8;Q00653;Q8N6D5;Q8WXK3;Q6ZVH7;K7PPU3,Q9BQG2,P35845;P25631;P40480;Q04749;P17442;Q02979;P46683,ZERO,Q9UU77;Q9C104;O14340;Q9HFE7,ZERO,
KOG1176,7,3,F4HUK6;O80658;P0C5B6;Q9LPK7;Q84P23;Q9SS00;Q9LU36;Q9LQ12;Q8H151;Q42524;Q9SS01;Q9S777;Q9S725;Q8VZF1;Q9LPK6;Q9LQS1;Q84P21;Q9FFE6;Q9C9G2;Q9SMT7;Q9C8D4;Q84P25;Q9SEY5;Q84P24;Q3E6Y4;Q9LMW0;Q9FFE9;Q9SFW5;Q84P26;Q9M0X9,Q9LQ12;Q84P24,O16481;O45873;H2KZ58;Q17577;O02200;Q9XV68;Q23404;O02171,ZERO,Q9VXZ8;Q7KVU5;Q9W171;Q9VRQ4;Q9VDU1;Q9VDU4;Q9VDU3;Q8MYZ4;Q9W2R2;Q9VRQ5;Q9VGC5;Q9VCC6,ZERO,E7F2S8,ZERO,Q4G176,Q4G176,P38137,ZERO,O74976,O74976,
KOG1198,7,1,Q9LXZ4;Q9ZUC1;O65423;Q9LK96;Q9SV68,ZERO,Q4W4Z2,ZERO,Q8SZK7;Q0E9G4,ZERO,Q8JFV8;E7FB99;Q6DHM3;H9GYE9;F1QZY9,ZERO,A0A024R1Z6;O95825;Q8WWV3;Q53FA7;Q9HCJ6,O95825;Q53FA7,P28625;P0C5L1;P53912;P39945;P25608;P54007;P35183,ZERO,O42909;Q9P7F4;O74822;O94564,ZERO,
KOG1234,7,5,Q9SBB2,Q9SBB2,Q18486,Q18486,Q9VYI6;Q9VYI7,ZERO,Q5RGU1;E7F0M3,Q5RGU1,A0A024R3S3;Q96D53,ZERO,P27697,P27697,Q92338,Q92338,
KOG1764,7,1,Q9CAR3;Q944A6,ZERO,Q9N501;H2L0K0;Q9BHL6;Q8I112,ZERO,A1A703,ZERO,F1Q541;F1QRT4;F1QJ49;Q6PCS7;F1QK10,ZERO,A0A024R426;A0A090N8Q6;P54619,P54619,P12904;P38314;P53172,ZERO,Q09826;Q10343,ZERO,
KOG1291,7,1,Q9S814;Q9S9N8;Q9SAH8;Q9SN36;Q9FN18;Q9C6B2;Q9SNV9,ZERO,Q95XG8;Q21433,ZERO,A0A0B4K7L4,ZERO,F1QKX3,ZERO,A0A024R474;P49281,P49281,Q05451;P38925;Q12078,ZERO,Q10177,ZERO,
